N,Rayon,Cena,LnCena,CenaM,Nkomnat,PlOb,LnPlOb,PlZ,LnPlZ,PlK,LnPlK,ketaz,Type,God,Address,Longitude,Latitude,CenterDistance,Station,StationDistance,LnCenterDistance,LnStationDistance
192,Партизанский,53500,10.88743693,1166,2,45.89,3.826247228,30.6,3.421000009,6,1.791759469,0,0,1964,"пер. Уральский, 5",27.604744,53.899997,2818,Тракторный завод,1265,7.943782692458625,7.142827401161621
194,Центральный,53000,10.87804719,1186,2,44.7,3.799973502,30.7,3.424262655,5.9,1.774952351,0,0,1962,"Гая, 32",27.562217,53.933815,3505,Площадь Якуба Коласа,2437,8.16194579946869,7.798523053625206
195,Фрунзенский,54500,10.90595598,1217,2,44.8,3.802208139,30.9,3.430756184,6,1.791759469,0,0,1967,"Берута, 9-4",27.50795,53.903334,3532,Пушкинская,974,8.16961956172385,6.881411303642535
196,Заводской,68000,11.12726298,1115,2,61,4.110873864,31,3.433987204,9.5,2.251291799,1,0,2010,"Крупской, 6/а",27.628145,53.859047,6475,Автозаводская,1707,8.775703886567738,7.442492722794441
197,Ленинский,75000,11.22524339,1293,2,58,4.060443011,31,3.433987204,9.8,2.282382386,1,0,2003,"Прушинских, 28",27.585654,53.834766,7662,Партизанская,5353,8.944028325260595,8.585412430393381
198,Ленинский,85000,11.35040654,1417,2,60,4.094344562,31,3.433987204,9,2.197224577,0,0,2010,"Авроровская, 8",27.566035,53.861363,4555,Институт Культуры,3219,8.423980809694058,8.076826031298808
199,Первомайский,51000,10.83958091,1214,2,42,3.737669618,31,3.433987204,6,1.791759469,1,0,1961,"Волгоградсая, 9",27.622404,53.931864,5149,Московская,535,8.546557800046141,6.282266746896006
200,Первомайский,51000,10.83958091,1214,2,42,3.737669618,31,3.433987204,6,1.791759469,1,0,1961,"Волгоградская, 9",27.622404,53.931864,5149,Московская,535,8.546557800046141,6.282266746896006
201,Советский,83000,11.32659589,1766,2,47,3.850147602,31,3.433987204,8,2.079441542,0,1,1961,"пр-т Независимости, 76",27.604555,53.922231,3567,Академия наук,362,8.17948018535889,5.8916442118257715
203,Фрунзенский,69000,11.14186178,1353,2,51,3.931825633,31,3.433987204,7.2,1.974081026,0,1,1984,"Бирюзова, 11/а",27.514211,53.91111,3271,Молодёжная,799,8.092851027538384,6.683360945766275
204,Фрунзенский,72000,11.1844214,1180,2,61,4.110873864,31,3.433987204,9.5,2.251291799,0,0,2008,"Панченко, 74",27.416825,53.892797,9556,Каменная Горка,2042,9.1649245084457,7.621684998724611
205,Фрунзенский,55000,10.91508846,1168,2,47.1,3.852273001,31,3.433987204,7.6,2.028148247,1,0,1973,"пр-т Пушкина, 3",27.496515,53.896416,4328,Пушкинская,1447,8.372860820526318,7.277247726631484
206,Центральный,53000,10.87804719,1218,2,43.5,3.772760938,31,3.433987204,6.5,1.871802177,0,0,1963,"Гая, 3",27.557348,53.923763,2406,Площадь Якуба Коласа,1935,7.785720896534624,7.5678626054638825
207,Центральный,54000,10.89673933,1200,2,45,3.80666249,31,3.433987204,7.5,2.014903021,1,0,1965,"Каховская, 70",27.560717,53.928742,2942,Площадь Якуба Коласа,2074,7.9868449011613825,7.637234388789473
208,Фрунзенский,54000,10.89673933,1253,2,43.1,3.763522997,31.3,3.443618098,5.6,1.722766598,0,1,1965,"Кальварийская, 52",27.512127,53.908533,3330,Молодёжная,785,8.110727582974489,6.665683717782408
209,Советский,190000,12.15477935,3405,2,55.8,4.021773869,31.4,3.446807893,8.7,2.163323026,0,1,1959,"пр-т Независимости, 60",27.591502,53.918779,2669,Площадь Якуба Коласа,598,7.889459149404524,6.393590753950631
210,Ленинский,55000,10.91508846,1170,2,47,3.850147602,31.5,3.449987546,6.12,1.811562097,0,0,1969,"Надеждинская, 15/2",27.565963,53.878134,2696,Первомайская,1770,7.899524472032198,7.478734825567875
211,Ленинский,54000,10.89673933,1144,2,47.2,3.854393893,31.7,3.456316681,6.2,1.824549292,1,0,1970,"пр-т Рокоссовского, 109",27.612236,53.858325,5894,Партизанская,2209,8.68169016329764,7.700295203420117
212,Фрунзенский,73000,11.19821472,1351,2,54.03,3.989539448,31.7,3.456316681,9.4,2.240709689,1,0,1983,"Якубовского, 21",27.457357,53.901175,6844,Кунцевщина,575,8.831127635012084,6.354370040797351
213,Октябрьский,54000,10.89673933,1116,2,48.4,3.879499814,31.8,3.45946629,7.4,2.00148,0,0,1976,"Казинца, 78",27.502219,53.848515,7139,Институт Культуры,4863,8.87332798950246,8.489410810403786
214,Первомайский,54000,10.89673933,1144,2,47.2,3.854393893,31.8,3.45946629,6,1.791759469,1,0,1968,"Калиновского, 57",27.630471,53.946779,6679,Восток,1911,8.806723554725636,7.555381944240273
215,Фрунзенский,55000,10.91508846,1136,2,48.4,3.879499814,31.8,3.45946629,7.5,2.014903021,1,0,1971,"Бельского, 27",27.482681,53.89987,5192,Спортивная,947,8.554874258383926,6.853299093186078
216,Заводской,54500,10.90595598,1160,2,47,3.850147602,32,3.465735903,6.2,1.824549292,1,0,1967,"Голодеда, 39-2",27.623725,53.83763,8248,Автозаводская,3827,9.017726025696795,8.249836485425702
217,Ленинский,105000,11.56171563,1750,2,60,4.094344562,32,3.465735903,10,2.302585093,1,1,1954,"пр-т Независимости, 16",27.555013,53.898193,638,Купаловская,526,6.45833828334479,6.26530121273771
218,Ленинский,54000,10.89673933,1149,2,47,3.850147602,32,3.465735903,6,1.791759469,1,0,1975,"Рокоссовского, 91",27.610286,53.860332,5638,Партизанская,2096,8.637284671674058,7.647786045440933
219,Ленинский,54700,10.90961899,1094,2,50,3.912023005,32,3.465735903,6.2,1.824549292,0,0,1971,"Плеханова, 79",27.610601,53.861591,5534,Партизанская,1973,8.618666160346871,7.587310506022615
221,Октябрьский,82000,11.31447453,1421,2,57.7,4.055257174,32,3.465735903,10,2.302585093,0,0,2006,"пер. Корженевского, 2/а",27.525809,53.844696,6821,Институт Культуры,4694,8.82776136765472,8.454040376410969
223,Партизанский,70000,11.15625052,1346,2,52,3.951243719,32,3.465735903,9,2.197224577,0,1,2002,"Партизанский пр-т, 45",27.605858,53.879854,3809,Тракторный завод,1269,8.245121966478605,7.1459844677143876
224,Советский,69000,11.14186178,1500,2,46,3.828641396,32,3.465735903,7.2,1.974081026,0,1,1961,"пр-т Машерова, 51",27.52871,53.911232,2388,Молодёжная,620,7.778211474512493,6.429719478039138
225,Фрунзенский,60000,11.00209984,1000,3,60,4.094344562,32,3.465735903,10,2.302585093,0,0,1982,"Брикета, 38",27.410546,53.908469,9930,Каменная Горка,1771,9.203315757039219,7.479299637782834
226,Фрунзенский,62500,11.04292184,1157,2,54,3.988984047,32,3.465735903,9.3,2.2300144,0,0,1983,"Якубовского, 21",27.457357,53.901175,6844,Кунцевщина,575,8.831127635012084,6.354370040797351
227,Фрунзенский,54500,10.90595598,1144,2,47.63,3.863462815,32,3.465735903,6.2,1.824549292,1,0,1973,"Глебки, 84",27.475305,53.919023,5964,Спортивная,1242,8.69349667588463,7.124478262493424
228,Центральный,120000,11.69524702,2222,2,54,3.988984047,32,3.465735903,8,2.079441542,1,1,1982,"пл. Победителей, 43/2",27.535052,53.91538,2281,Фрунзенская,1143,7.732369222284388,7.04141166379481
229,Заводской,58000,10.96819829,1155,2,50.2,3.916015027,32.1,3.46885603,7.1,1.960094784,0,1,1974,"Голодеда, 31",27.632223,53.839378,8373,Автозаводская,3444,9.032767522204432,8.144388865547622
231,Центральный,54500,10.90595598,1230,2,44.3,3.790984677,32.52,3.481855285,5.8,1.757857918,0,1,1962,"Каховская, 58",27.557384,53.928811,2963,Площадь Якуба Коласа,2243,7.993957547573565,7.715569534520208
232,Заводской,51000,10.83958091,1092,2,46.7,3.843744165,32.8,3.490428515,6,1.791759469,1,0,1962,"Васнецова, 15",27.618596,53.871111,5079,Партизанская,863,8.532869670801245,6.760414691083428
234,Заводской,67000,11.1124479,1314,2,51,3.931825633,33,3.496507561,8,2.079441542,0,1,1970,"Партизанский пр-т, 72",27.640982,53.871185,6228,Автозаводская,530,8.73681053295389,6.272877006546167
235,Заводской,53500,10.88743693,1189,2,45,3.80666249,33,3.496507561,6,1.791759469,0,0,1964,"Народная,34",27.622,53.873187,5095,Партизанская,555,8.536014945656826,6.318968113746434
236,Фрунзенский,52000,10.858999,1156,2,45,3.80666249,33,3.496507561,6,1.791759469,1,0,1968,"Д.Сердича, 66",27.489319,53.919643,5126,Пушкинская,1248,8.542080906924017,7.129297548929373
237,Центральный,150000,11.91839057,2239,2,67,4.204692619,33,3.496507561,10,2.302585093,1,1,2008,"Нововиленская, 13/А",27.539625,53.929813,3389,Фрунзенская,2712,8.128290171607052,7.905441649060286
240,Центральный,54000,10.89673933,1200,2,45,3.80666249,33,3.496507561,5.7,1.740466175,0,0,1963,"Осипенко, 33",27.557717,53.926711,2729,Площадь Якуба Коласа,2083,7.911690520708339,7.641564441260972
241,Октябрьский,54900,10.91326863,1036,2,53,3.970291914,33.5,3.511545439,8,2.079441542,0,1,1978,"Казинца, 122",27.50283,53.840829,7848,Институт Культуры,5595,8.9680140012452,8.629628620746026
242,Фрунзенский,150000,11.91839057,2113,2,71,4.262679877,33.6,3.514526067,19,2.944438979,0,1,2005,"Харьковская, 58",27.513493,53.900326,3175,Молодёжная,956,8.063062911326792,6.862757913051401
244,Ленинский,56000,10.93310697,1120,2,50,3.912023005,34,3.526360525,6.2,1.824549292,0,0,1970,"Рокоссовского, 147",27.615137,53.854199,6381,Партизанская,2535,8.761080103868347,7.837948916025283
245,Ленинский,69500,11.14908203,1139,2,61,4.110873864,34,3.526360525,8,2.079441542,0,1,1957,"Маяковского, 164",27.570886,53.863343,4366,Пролетарская,3180,8.38160253710989,8.064636475774222
246,Советский,79000,11.27720313,1491,2,53,3.970291914,34,3.526360525,6,1.791759469,0,1,1968,"М.Богдановича, 80",27.574614,53.927172,2890,Площадь Якуба Коласа,1386,7.969011781106478,7.234177179749849
247,Заводской,55000,10.91508846,1102,2,49.9,3.910021003,34.4,3.538056564,6.2,1.824549292,0,0,1970,"Ауэзова, 8",27.644853,53.83721,9047,Могилёвская,3334,9.110188490025742,8.111928063310739
248,Октябрьский,54000,10.89673933,1087,2,49.7,3.906004933,34.4,3.538056564,6.2,1.824549292,0,0,1968,"Ландера, 28",27.495068,53.840393,8151,Институт Культуры,5878,9.005895898094458,8.678971846978863
249,Ленинский,68500,11.13458902,1245,3,55,4.007333185,35,3.555348061,7.6,2.028148247,0,1,1975,"пр-т Рокоссовского, 116",27.607681,53.856174,5937,Партизанская,2571,8.688959234270676,7.852050207265889
250,Ленинский,56000,10.93310697,1057,3,53,3.970291914,35,3.555348061,6,1.791759469,1,0,1967,"Козыревская, 35/1",27.568182,53.862435,4446,Институт Культуры,3196,8.399760094524142,8.069655306886165
251,Ленинский,105000,11.56171563,1944,2,54,3.988984047,35,3.555348061,8.7,2.163323026,0,1,1948,"Ленина, 15",27.561382,53.898814,386,Купаловская,222,5.955837369464831,5.402677381872279
252,Первомайский,170000,12.04355372,2429,2,70,4.248495242,35,3.555348061,14,2.63905733,0,0,2007,"пр-т Независимости, 168",27.689266,53.944521,9567,Уручье,156,9.166074955678168,5.049856007249537
253,Партизанский,53000,10.87804719,994,2,53.3,3.975936331,35.4,3.56671182,7,1.945910149,0,1,1975,"Фроликова, 41",27.61599,53.899159,3560,Тракторный завод,1010,8.177515823846075,6.917705609835305
254,Фрунзенский,74000,11.21182037,1138,3,65,4.17438727,35.5,3.569532696,8,2.079441542,0,1,1967,"Скрыганова, 5",27.514679,53.909742,3199,Молодёжная,686,8.070593539949519,6.530877627725885
255,Первомайский,205000,12.23076526,3213,2,63.8,4.15575319,36,3.583518938,11.7,2.459588842,0,1,1947,"пр-т Независимости, 91",27.610026,53.923774,3955,Парк Челюскинцев,212,8.282735880201754,5.356586274672012
258,Фрунзенский,78000,11.26446411,1114,2,70,4.248495242,36,3.583518938,12,2.48490665,0,0,2003,"Мазурова, 18",27.426185,53.896326,8909,Каменная Горка,1358,9.094817280720644,7.213768308118642
259,Первомайский,110000,11.60823564,1565,2,70.3,4.252771799,36.2,3.589059119,15.2,2.721295428,0,1,2008,"пр-т Независимости, 183/3",27.69003,53.946811,9738,Уручье,207,9.183791036742646,5.332718793265369
260,Ленинский,90000,11.40756495,1475,2,61,4.110873864,37,3.610917913,8,2.079441542,1,1,1982,"Маяковского, 152",27.568371,53.86878,3746,Институт Культуры,2656,8.228443883004033,7.884576510596324
261,Советский,82000,11.31447453,1302,3,63,4.143134726,37,3.610917913,9,2.197224577,1,0,1982,"Некрасова, 33",27.584046,53.932521,3661,Академия наук,1517,8.205491613120236,7.324489979348532
262,Первомайский,60000,11.00209984,1119,2,53.6,3.981549068,37.6,3.62700405,6.2,1.824549292,0,0,1968,"Гуртьева, 12",27.740614,53.958128,13240,Уручье,3733,9.490997829490999,8.224967478914584
263,Ленинский,160000,11.98292909,2857,2,56,4.025351691,38,3.63758616,6.5,1.871802177,0,1,1960,"Я.Купалы,11",27.568443,53.902061,431,Октябрьская,427,6.066108090103747,6.056784013228625
264,Ленинский,160000,11.98292909,2857,2,56,4.025351691,38,3.63758616,6.5,1.871802177,0,1,1960,"Я.Купалы, 11",27.568443,53.902061,431,Октябрьская,427,6.066108090103747,6.056784013228625
265,Октябрьский,88000,11.38509209,1333,3,66,4.189654742,38,3.63758616,9,2.197224577,0,0,1985,"Могилевская, 4/1",27.5394,53.882741,2622,Институт Культуры,373,7.871692664323645,5.921578419643816
266,Советский,98000,11.49272276,1307,2,75,4.317488114,38,3.63758616,10.4,2.341805806,0,0,2010,"Гамарника, 16/а",27.61423,53.957053,6985,Московская,3333,8.851520271691061,8.11162807830774
268,Партизанский,114000,11.64395373,1900,2,60,4.094344562,39,3.663561646,8,2.079441542,0,1,1960,"Берестянская, 2",27.586337,53.904819,1627,Площадь Победы,877,7.394493107219038,6.776506992372183
269,Ленинский,98000,11.49272276,1361,3,72,4.276666119,40,3.688879454,10,2.302585093,1,1,1951,"Клумова, 5",27.601806,53.890001,2949,Тракторный завод,821,7.989221408815276,6.710523109452428
270,Октябрьский,100000,11.51292546,1515,3,66,4.189654742,40,3.688879454,9,2.197224577,0,1,1979,"Чкалова, 9/2",27.536624,53.877327,3228,Институт Культуры,1000,8.07961802938984,6.907755278982137
271,Партизанский,140000,11.8493977,1867,3,75,4.317488114,40,3.688879454,11,2.397895273,1,1,1959,"Козлова, 6",27.581881,53.908167,1465,Площадь Победы,450,7.289610521451167,6.1092475827643655
272,Советский,90000,11.40756495,1385,3,65,4.17438727,40,3.688879454,9,2.197224577,0,1,1987,"Восточная, 64",27.600998,53.941787,5083,Парк Челюскинцев,2101,8.533656917446903,7.650168700845001
275,Октябрьский,57000,10.95080655,983,3,58,4.060443011,41,3.713572067,6,1.791759469,1,0,1970,"Ландера, 72",27.49187,53.843623,7970,Институт Культуры,5686,8.98343977178426,8.645762292210945
278,Фрунзенский,79000,11.27720313,1152,3,68.6,4.228292535,41.9,3.735285827,7.2,1.974081026,0,0,1994,"Сухаревская, 34",27.434351,53.889423,8471,Каменная Горка,1920,9.044403844431551,7.560080465021827
280,Советский,250000,12.4292162,3472,3,72,4.276666119,42,3.737669618,10,2.302585093,1,1,1949,"пр-т Независимости, 69",27.595859,53.921351,3073,Академия наук,223,8.030409562130485,5.407171771460119
281,Центральный,185000,12.1281111,2534,3,73,4.290459441,42,3.737669618,14,2.63905733,0,1,1987,"Сторожевская, 8",27.555444,53.912951,1259,Немига,808,7.138073034044347,6.694562058521095
282,Центральный,125000,11.73606902,1603,3,78,4.356708827,42,3.737669618,9.6,2.261763098,0,0,2006,"Парковая, 3/а",27.808553,53.818684,18645,Могилёвская,10040,9.833333292612922,9.214332393245721
283,Первомайский,82000,11.31447453,1262,3,65,4.17438727,42.2,3.742420221,7.2,1.974081026,0,0,1995,"50 лет Победы, 1-2",27.719135,53.946657,11412,Уручье,2061,9.342420712333391,7.630946580890459
284,Ленинский,125000,11.73606902,1786,3,70,4.248495242,43,3.761200116,8,2.079441542,1,1,1928,"Кирова, 19",27.559037,53.897249,589,Купаловская,432,6.3784261836515865,6.068425588244111
285,Партизанский,160000,11.98292909,2353,3,68,4.219507705,43,3.761200116,9,2.197224577,0,1,1980,"Первомайская, 20/3",27.576896,53.899674,1025,Первомайская,761,6.932447891572509,6.634633357861686
286,Первомайский,90000,11.40756495,1406,3,64,4.158883083,43,3.761200116,7,1.945910149,0,0,1990,"Стариновская, 4",27.696668,53.943626,9946,Уручье,626,9.204925739274683,6.439350371100098
287,Первомайский,80000,11.28978191,1231,3,65,4.17438727,43,3.761200116,7.2,1.974081026,1,0,1990,"Городецкая, 2",27.689859,53.951336,9993,Уручье,657,9.209640126861789,6.48768401848461
288,Советский,85000,11.35040654,1349,3,63,4.143134726,43,3.761200116,7,1.945910149,0,0,1980,"Мирошниченко, 10/1",27.614886,53.958044,7102,Московская,3429,8.868131713503033,8.14002395246292
290,Фрунзенский,77000,11.2515607,1203,3,64,4.158883083,43,3.761200116,7,1.945910149,0,0,1993,"Лобанка, 89",27.43259,53.884891,8683,Каменная Горка,2433,9.069122370060645,7.796880342783522
291,Фрунзенский,68000,11.12726298,1147,3,59.3,4.082609306,43,3.761200116,6,1.791759469,0,0,1970,"Матусевича, 11",27.484612,53.914245,5229,Спортивная,706,8.56197533418813,6.559615237493242
292,Фрунзенский,75000,11.22524339,1190,3,63,4.143134726,43,3.761200116,7,1.945910149,0,0,1993,"Сухаревская, 8",27.439382,53.88427,8267,Каменная Горка,2485,9.020026965252676,7.818027938530729
293,Фрунзенский,75000,11.22524339,1119,3,67,4.204692619,43,3.761200116,7,1.945910149,0,0,1989,"Лещинского, 17",27.451168,53.909981,7298,Кунцевщина,485,8.895355616996392,6.184148890937483
294,Центральный,90000,11.40756495,1406,3,64,4.158883083,43,3.761200116,7,1.945910149,0,0,1986,"Радужная, 8/2",27.496299,53.933269,5503,Пушкинская,2650,8.613048677059759,7.882314918980268
295,Московский,75000,11.22524339,1192,3,62.9,4.141546164,43.2,3.765840495,9.2,2.219203484,0,0,1997,"Есенина, 55",27.440226,53.856233,9470,Каменная Горка,5600,9.155884186180124,8.630521876723241
297,Московский,82500,11.32055357,1307,3,63.13,4.145196092,43.41,3.770689829,7.11,1.961502244,0,0,1978,"Алибегова, 3",27.482052,53.870458,6311,Институт Культуры,4194,8.75004942158424,8.341410211461865
298,Советский,95000,11.46163217,1498,3,63.42,4.149779269,43.57,3.77436884,7.23,1.978239036,0,0,1979,"М.Богдановича, 55",27.561499,53.918577,1812,Площадь Победы,1372,7.502186486602924,7.22402480828583
300,Ленинский,89000,11.39639165,1203,3,74,4.304065093,44,3.784189634,10,2.302585093,0,0,2010,"Балтийская, 4",27.561732,53.859594,4743,Институт Культуры,3257,8.464425125877582,8.088561805276234
301,Фрунзенский,86000,11.36210258,1344,3,64,4.158883083,44,3.784189634,7,1.945910149,0,0,1998,"Кунцевщина, 48",27.437522,53.915125,8264,Каменная Горка,947,9.019664010799474,6.853299093186078
302,Фрунзенский,99900,11.51192496,1388,3,72,4.276666119,44,3.784189634,11.5,2.442347035,0,0,2001,"Колесникова, 10",27.438016,53.918291,8300,Каменная Горка,1300,9.02401079378469,7.170119543449628
303,Фрунзенский,105000,11.56171563,1265,3,83,4.418840608,44,3.784189634,12,2.48490665,0,1,2007,"Харьковская, 58",27.513493,53.900326,3175,Молодёжная,956,8.063062911326792,6.862757913051401
304,Фрунзенский,110000,11.60823564,1163,3,94.6,4.549657476,44.5,3.795489189,13,2.564949357,1,0,2009,"Притыцкого, 87",27.44779,53.905668,7478,Кунцевщина,423,8.91972065553706,6.0473721790462776
305,Московский,179000,12.09514108,2238,3,80,4.382026635,44.8,3.802208139,14.1,2.646174797,0,0,2006,"Немига, 42",27.541996,53.899488,1338,Фрунзенская,681,7.198931240688173,6.523562306149512
306,Московский,50000,10.81977828,877,1,57,4.043051268,45,3.80666249,9,2.197224577,0,0,1987,"Есенина, 85",27.4424,53.860263,9113,Кунцевщина,5142,9.117457244496126,8.545197387825835
307,Московский,94700,11.45846928,1334,3,71,4.262679877,45,3.80666249,10,2.302585093,0,0,2000,"Есенина, 143",27.428827,53.864437,9676,Каменная Горка,4719,9.177403871729918,8.459352191726387
308,Октябрьский,53000,10.87804719,1000,2,53,3.970291914,45,3.80666249,7.5,2.014903021,0,1,1985,"Казинца, 122",27.50283,53.840829,7848,Институт Культуры,5595,8.9680140012452,8.629628620746026
309,Московский,170000,12.04355372,2191,3,77.6,4.351567427,46,3.828641396,13.5,2.602689685,0,1,2009,"Кальварийская, 5",27.536705,53.905334,1682,Фрунзенская,171,7.427738840532894,5.14166355650266
310,Октябрьский,95000,11.46163217,1397,3,68,4.219507705,46,3.828641396,7,1.945910149,0,0,1978,"Брестская,  68/2",27.519053,53.853938,6060,Институт Культуры,3832,8.70946507906336,8.251142139090751
311,Октябрьский,90000,11.40756495,1200,3,75,4.317488114,46,3.828641396,7.5,2.014903021,1,1,1953,"Московская, 7",27.539786,53.889359,2037,Институт Культуры,369,7.619233416226805,5.910796644040527
312,Партизанский,145000,11.88448902,1908,3,76,4.33073334,46,3.828641396,12,2.48490665,0,1,1972,"Захарова, 56",27.583265,53.898379,1466,Пролетарская,920,7.290292882446597,6.824373670043086
313,Партизанский,72000,11.1844214,1167,3,61.7,4.122283931,46,3.828641396,6,1.791759469,1,0,1966,"Менделеева, 5",27.620716,53.900889,3856,Тракторный завод,1267,8.257385655730436,7.144407180321139
314,Первомайский,72500,11.19134184,1189,3,61,4.110873864,46,3.828641396,6.2,1.824549292,1,1,1968,"пл. Независимости, 153/1",27.547242,53.895509,1218,Площадь Ленина,228,7.1049654482698426,5.429345628954441
315,Советский,150000,11.91839057,1899,3,79,4.369447852,46,3.828641396,10,2.302585093,0,1,2007,"Кропоткина, 114",27.56705,53.925619,2616,Площадь Якуба Коласа,1535,7.86940171257709,7.336285660021297
316,Фрунзенский,74000,11.21182037,1147,3,64.5,4.166665224,46,3.828641396,7.5,2.014903021,0,0,1973,"пр-т Пушкина, 3",27.496515,53.896416,4328,Пушкинская,1447,8.372860820526318,7.277247726631484
317,Ленинский,190000,12.15477935,2490,3,76.32,4.334935027,46.2,3.832979798,7.13,1.964311234,0,1,1969,"Я.Купалы, 7",27.569727,53.900708,543,Купаловская,525,6.297109319933935,6.263398262591624
318,Фрунзенский,118000,11.6784399,1573,3,75,4.317488114,46.8,3.845883203,9.5,2.251291799,1,0,2004,"Одинцова, 3/2",27.459549,53.898427,6713,Кунцевщина,912,8.811801223938751,6.815639990074331
319,Заводской,83000,11.32659589,1078,1,77,4.343805422,47,3.850147602,10,2.302585093,0,0,2009,"Селицкого, 79",27.703289,53.838199,11686,Могилёвская,3251,9.366146823114383,8.086717920303906
320,Фрунзенский,70000,11.15625052,1077,3,65,4.17438727,47,3.850147602,7,1.945910149,0,0,1971,"Я.Мавра, 30",27.487576,53.901292,4865,Спортивная,899,8.489821994620105,6.80128303447162
322,Октябрьский,75000,11.22524339,1111,3,67.5,4.212127598,47.8,3.867025639,7.1,1.960094784,1,0,1975,"Корженевского, 13",27.497682,53.847071,7438,Институт Культуры,5156,8.914357274485015,8.547916364059079
323,Фрунзенский,103000,11.54248427,1108,3,93,4.532599493,48,3.871201011,12,2.48490665,0,0,2007,"Шамякина, 11",27.423868,53.893508,9088,Каменная Горка,1704,9.114710140960932,7.440733707389261
324,Центральный,125000,11.73606902,1359,3,92,4.521788577,48,3.871201011,22,3.091042453,1,0,2008,"Червякова, 64",27.548563,53.930719,3279,Немига,2799,8.095293776844649,7.937017489515454
325,Фрунзенский,71000,11.17043516,1086,3,65.4,4.180522258,48.2,3.875359021,7.5,2.014903021,1,0,1971,"Одоевского, 107",27.483516,53.901838,5130,Спортивная,742,8.542860938164814,6.60934924316738
326,Советский,97000,11.48246626,1252,4,77.5,4.350277936,48.96,3.891003638,7.22,1.976854953,0,0,1980,"Мирошниченко, 12",27.616359,53.959214,7263,Московская,3535,8.890548245606167,8.170468578330674
327,Московский,120000,11.69524702,1165,3,103,4.634728988,49,3.891820298,12,2.48490665,0,1,2005,"Грушевская, 91",27.514014,53.881388,3900,Институт Культуры,1801,8.268731832117737,7.496097345175956
328,Первомайский,108000,11.58988651,1500,3,72,4.276666119,49,3.891820298,10,2.302585093,1,1,1975,"К.Чорного, 11",27.603001,53.926457,3804,Академия наук,550,8.24380842366528,6.309918278226516
329,Фрунзенский,107000,11.58058411,1646,3,65,4.17438727,49,3.891820298,7,1.945910149,0,0,1975,"Ольшевского, 77",27.476815,53.923875,6063,Спортивная,1748,8.70996000607173,7.466227556215481
332,Фрунзенский,110000,11.60823564,1393,3,79,4.369447852,50,3.912023005,11,2.397895273,0,0,2007,"Лобанка, 22",27.43401,53.901393,8372,Каменная Горка,620,9.03264808356589,6.429719478039138
333,Центральный,152000,11.9316358,1448,2,105,4.65396035,50,3.912023005,18,2.890371758,0,1,2008,"Червякова,61/1",27.546542,53.930597,3303,Немига,2806,8.10258642539079,7.939515260662406
334,Центральный,152000,11.9316358,1448,2,105,4.65396035,50,3.912023005,18,2.890371758,0,1,2008,"Червякова, 61/1",27.546542,53.930597,3303,Немига,2806,8.10258642539079,7.939515260662406
335,Фрунзенский,90000,11.40756495,1098,3,82,4.406719247,51,3.931825633,10,2.302585093,0,0,2008,"М.Горецкого, 7/2",27.454806,53.879461,7456,Кунцевщина,2950,8.916774356365426,7.989560449333865
336,Фрунзенский,93000,11.44035477,1192,4,78,4.356708827,51,3.931825633,9,2.197224577,0,0,1990,"Шаранговича, 80",27.425485,53.881467,9226,Каменная Горка,2900,9.129780864117766,7.9724660159745655
338,Фрунзенский,118000,11.6784399,1490,3,79.2,4.371976299,51.6,3.943521672,10.5,2.351375257,1,0,2004,"Одинцова, 7",27.457267,53.898231,6864,Кунцевщина,887,8.834045641167798,6.787844982309579
340,Московский,143000,11.87059991,1723,3,83,4.418840608,52,3.951243719,13,2.564949357,0,1,2004,"пр-т Газ-ты Правда, 44",27.474533,53.862467,7232,Кунцевщина,5018,8.886270902072013,8.520786726926367
341,Центральный,140000,11.8493977,1591,4,88,4.477336814,52,3.951243719,18,2.890371758,0,1,1992,"Долгиновский тр-т, 50/5",27.547018,53.940303,4336,Площадь Якуба Коласа,3622,8.374707543119483,8.19478163844336
342,Фрунзенский,145000,11.88448902,1762,4,82.3,4.410371108,52.7,3.964615456,7.1,1.960094784,0,0,1993,"Лещинского, 7",27.452039,53.908771,7226,Кунцевщина,339,8.885440911707585,5.82600010738045
343,Партизанский,147000,11.89818787,2000,3,73.5,4.297285406,52.9,3.968403339,6.1,1.808288771,0,1,1948,"пр-т Независимости, 40",27.576177,53.908973,1196,Площадь Победы,68,7.086737934510577,4.219507705176107
344,Московский,78000,11.26446411,975,4,80,4.382026635,53,3.970291914,7,1.945910149,1,0,1987,"Космонавтов, 25",27.459109,53.851251,8802,Кунцевщина,6093,9.082734247371036,8.714895850248494
345,Центральный,135000,11.81303006,1627,4,83,4.418840608,53,3.970291914,8.6,2.151762203,1,1,1977,"М.Танка, 16",27.535483,53.907716,1830,Фрунзенская,359,7.512071245835466,5.883322388488279
346,Московский,98000,11.49272276,1250,4,78.4,4.361823927,53.2,3.974058396,7.1,1.960094784,0,0,1993,"Слободская, 75",27.437801,53.852775,9814,Каменная Горка,5982,9.191565216649849,8.696510239189893
347,Октябрьский,98000,11.49272276,1279,4,76.62,4.338858139,53.67,3.982854186,7.12,1.962907725,0,1,1985,"Могилевская, 8/2",27.544296,53.882704,2461,Институт Культуры,453,7.8083230503910555,6.115892125483034
